price,rating,reviews,review_growth_rate,Cotton,Polyester,Round Neck,Polo Neck,Short Sleeve,Long Sleeve
480.0,4.1,27,0.008896797153024912,0,0,0,0,1,0
227.0,3.8,460,0.011507479861910242,0,0,1,0,1,0
995.0,4.6,10,0.02252252252252252,1,0,1,0,0,0
768.0,5.0,1,0.0,1,0,1,0,1,0
999.0,4.2,8,0.02702702702702703,1,0,1,0,0,0
480.0,4.8,6,0.011009174311926606,1,0,1,0,1,0
351.0,4.6,9,0.12,1,0,1,0,1,0
412.0,4.2,32,0.020080321285140562,1,0,0,0,1,0
239.0,3.8,72,0.012610340479192938,1,0,1,0,1,0
349.0,4.3,14,0.025252525252525252,1,0,1,0,0,0
1039.0,3.4,17,0.01048951048951049,1,0,1,0,0,0
345.0,4.1,13,0.03058103975535168,1,0,1,0,1,0
379.0,4.6,56,0.05102040816326531,1,0,1,0,1,0
618.0,4.1,16,0.041666666666666664,1,0,1,0,1,0
897.0,3.9,23,0.012903225806451613,1,0,1,0,1,0
799.0,4.7,39,0.02066115702479339,0,1,1,0,1,0
495.0,5.0,1,0.0,1,0,1,0,0,1
1499.0,4.8,226,0.015337423312883436,1,0,1,0,0,0
298.0,4.5,15,0.026385224274406333,0,1,1,0,1,0
349.0,4.1,24,0.042735042735042736,1,0,1,0,0,1
527.0,4.0,2,0.0,1,0,1,0,1,0
699.0,4.4,229,0.04310344827586207,1,0,1,0,0,0
399.0,4.7,3,0.023622047244094488,0,1,1,0,1,0
540.0,4.5,2,0.6666666666666666,1,0,1,0,1,0
399.0,4.2,13,0.09009009009009009,0,0,1,0,1,0
328.0,4.5,19,0.06711409395973154,0,1,1,0,0,1
1499.0,3.7,66,0.008,1,0,1,0,0,0
599.0,4.3,14,0.06060606060606061,1,0,1,0,1,0
349.0,4.4,59,0.016474464579901153,1,0,1,0,0,0
974.0,3.0,2,0.6666666666666666,1,0,1,0,0,0
643.0,5.0,2,0.2222222222222222,1,0,0,0,1,0
489.0,4.8,16,0.072992700729927,1,0,1,0,1,0
799.0,4.8,9,0.039473684210526314,1,0,1,0,1,0
399.0,4.8,4,0.018018018018018018,1,0,1,0,0,0
449.0,4.0,1,0.0,1,0,0,0,1,0
545.0,4.5,4,0.056338028169014086,1,0,1,0,1,0
395.0,3.0,2,0.0053475935828877,1,0,1,0,0,1
989.0,3.0,1,0.0,0,1,0,0,1,0
314.0,4.4,34,0.03164556962025317,1,0,1,0,0,1
999.0,4.2,4,0.008247422680412371,1,0,0,0,0,0
386.0,4.0,87,0.005955926146515783,1,0,0,0,1,0
447.0,4.4,52,0.007541478129713424,0,0,0,0,1,0
371.0,4.4,23,0.02557544757033248,0,1,0,0,1,0
700.0,4.4,11,0.027700831024930747,0,1,1,0,1,0
351.0,4.5,15,0.11764705882352941,1,0,1,0,1,0
367.0,4.5,2,0.02247191011235955,1,0,1,0,1,0
2249.0,3.7,3,0.029411764705882353,1,0,1,0,0,0
399.0,4.0,3,0.0,1,0,1,0,0,1
543.0,4.5,2,0.0425531914893617,1,0,1,0,0,1
719.0,4.8,7,0.012244897959183673,1,0,0,0,0,0
543.0,4.9,12,0.06134969325153374,0,0,0,0,1,0
239.0,4.3,78,0.08849557522123894,1,0,1,0,1,0
335.0,3.8,739,0.0066711140760507,0,0,1,0,1,0
303.0,4.1,21,0.01615508885298869,1,0,1,0,1,0
519.0,3.7,3,0.1,1,0,1,0,1,0
599.0,5.0,1,0.0,1,0,1,0,0,1
319.0,4.2,5,1.0,1,0,1,0,1,0
359.0,4.5,2,0.0070921985815602835,1,0,1,0,1,0
251.0,3.8,91,0.00831255195344971,1,0,1,0,1,0
239.0,4.3,20,0.14516129032258066,1,0,1,0,1,0
293.0,5.0,1,0.0,1,0,1,0,0,0
359.0,4.2,2002,0.007142857142857143,0,0,1,0,1,0
389.0,5.0,2,0.0,0,1,1,0,1,0
480.0,4.8,7,0.03571428571428571,0,1,0,0,1,0
262.0,3.8,6,0.010186757215619695,0,1,1,0,1,0
419.0,4.1,37,0.034722222222222224,1,0,1,0,0,1
519.0,4.4,21,0.07246376811594203,1,0,1,0,1,0
454.0,5.0,1,0.0,1,0,0,0,1,0
335.0,4.0,7458,0.006770480704129994,1,0,1,0,1,0
857.0,3.0,1,0.0,1,0,1,0,1,0
265.0,4.1,56,0.008431703204047217,1,0,1,0,1,0
549.0,3.5,2,0.05263157894736842,1,0,1,0,1,0
373.0,4.2,56,0.019157088122605363,1,0,1,0,0,1
599.0,4.2,11,0.08849557522123894,1,0,1,0,1,0
959.0,4.0,331,0.0068073519400953025,0,0,0,0,0,1
395.0,4.3,29,0.022675736961451247,1,0,1,0,1,0
367.0,3.6,8,0.011547344110854504,1,0,1,0,1,0
439.0,4.3,26,0.046296296296296294,1,0,1,0,1,0
191.0,4.1,698,0.02188183807439825,0,1,1,0,1,0
319.0,3.8,16,0.05806451612903226,1,0,1,0,1,0
424.0,3.6,11,0.02207505518763797,0,1,1,0,0,1
419.0,4.6,5,0.029069767441860465,1,0,1,0,1,0
499.0,5.0,2,0.03076923076923077,1,0,1,0,1,0
799.0,4.5,60,0.02145922746781116,0,0,1,0,1,0
362.0,4.1,48,0.03257328990228013,1,0,1,0,1,0
499.0,4.0,1,0.0,1,0,1,0,1,0
337.0,4.2,9,0.027777777777777776,0,1,1,0,0,1
377.0,3.7,191,0.01763668430335097,0,0,0,0,0,1
404.0,3.8,5888,0.06369426751592357,0,0,1,0,1,0
255.0,5.0,3,0.06976744186046512,1,0,1,0,1,0
439.0,4.4,12,0.14814814814814814,1,0,1,0,1,0
429.0,4.7,19,0.009124087591240875,0,0,1,0,1,0
599.0,4.2,26,0.014367816091954023,1,0,1,0,1,0
271.0,4.5,2,0.05405405405405406,1,0,1,0,1,0
489.0,4.3,42,0.007077140835102618,1,0,0,0,0,1
398.0,3.5,396,0.016891891891891893,0,0,1,0,1,0
440.0,3.8,134,0.022573363431151242,0,0,1,0,1,0
239.0,4.3,57,0.37037037037037035,1,0,1,0,1,0
359.0,3.8,24,0.008103727714748784,0,0,1,0,1,0
332.0,4.1,265,0.006548788474132285,0,1,1,0,1,0
350.0,4.4,15,0.046296296296296294,0,1,1,0,0,1
974.0,3.0,2,0.6666666666666666,1,0,1,0,0,0
278.0,4.3,14,0.1320754716981132,1,0,1,0,1,0
459.0,4.5,4,0.02702702702702703,1,0,1,0,0,1
371.0,4.1,13,0.03058103975535168,1,0,1,0,1,0
585.0,5.0,2,0.008368200836820083,1,0,1,0,1,0
607.0,4.3,19,0.027548209366391185,0,0,0,0,0,0
377.0,3.7,191,0.01763668430335097,0,0,0,0,0,1
494.0,5.0,1,0.0,1,0,1,0,1,0
599.0,4.0,1,0.0,1,0,1,0,1,0
563.0,4.0,1,0.0,1,0,1,0,0,1
311.0,4.0,69,0.006747638326585695,1,0,1,0,1,0
399.0,4.8,8,0.018223234624145785,1,0,1,0,1,0
1031.0,4.8,5,0.03048780487804878,1,0,1,0,0,1
335.0,3.8,6279,0.008920606601248885,1,0,1,0,1,0
371.0,4.1,9,0.06293706293706294,1,0,1,0,0,0
549.0,5.0,1,0.0,1,0,1,0,1,0
351.0,3.9,154,0.007262164124909223,0,0,1,0,0,1
699.0,4.9,36,0.16129032258064516,1,0,0,0,0,0
296.0,4.0,101,0.007293946024799417,0,0,1,0,1,0
399.0,4.8,4,0.018018018018018018,1,0,1,0,0,0
360.0,4.2,4,0.037037037037037035,1,0,0,0,1,0
494.0,5.0,2,0.18181818181818182,1,0,1,0,1,0
271.0,4.2,6,0.23529411764705882,1,0,1,0,1,0
491.0,4.1,52,0.017152658662092625,1,0,1,0,1,0
328.0,4.6,5,0.036231884057971016,1,0,1,0,0,0
431.0,4.4,51,0.012300123001230012,1,0,1,0,1,0
359.0,4.3,13,0.09090909090909091,1,0,1,0,1,0
221.0,4.4,9,0.16071428571428573,1,0,1,0,1,0
449.0,4.0,5,0.03164556962025317,0,1,1,0,1,0
349.0,3.9,523,0.008090614886731391,0,0,1,0,1,0
415.0,3.0,1,0.0,1,0,1,0,1,0
349.0,4.5,15,0.03205128205128205,1,0,1,0,1,0
631.0,4.5,15,0.06756756756756757,1,0,1,0,1,0
257.0,3.9,88,0.00816326530612245,0,0,1,0,1,0
329.0,4.1,9,0.01775147928994083,1,0,1,0,1,0
999.0,4.0,26,0.03115264797507788,1,0,1,0,0,1
419.0,4.4,38,0.020618556701030927,1,0,1,0,0,1
494.0,4.0,1,0.0,1,0,0,0,1,0
446.0,4.5,15,0.011025358324145534,1,0,1,0,1,0
511.0,4.0,5,0.030864197530864196,1,0,1,0,1,0
287.0,4.0,249,0.00855431993156544,0,0,1,0,1,0
307.0,4.4,23,0.008517887563884156,1,0,1,0,1,0
279.0,4.2,20,0.02386634844868735,1,0,1,0,1,0
489.0,4.3,42,0.007077140835102618,1,0,0,0,0,1
216.0,5.0,1,0.0,1,0,1,0,1,0
1649.0,5.0,4,0.05063291139240506,1,0,1,0,1,0
297.0,4.4,14,0.005871990604815032,1,0,1,0,0,0
849.0,4.5,41,0.014184397163120567,1,0,1,0,1,0
519.0,4.1,33,0.011198208286674132,1,0,1,0,1,0
389.0,4.1,87,0.011441647597254004,1,0,1,0,1,0
454.0,5.0,1,0.0,1,0,1,0,1,0
314.0,4.1,233,0.007686395080707148,1,0,1,0,1,0
443.0,4.4,16,0.021645021645021644,1,0,1,0,1,0
279.0,3.8,294,0.005963029218843173,0,0,1,0,1,0
335.0,4.2,190,0.0425531914893617,1,0,1,0,1,0
439.0,4.4,12,0.14814814814814814,1,0,1,0,1,0
1149.0,3.3,3,0.0625,1,0,1,0,1,0
347.0,4.4,24,0.09433962264150944,1,0,1,0,1,0
341.0,4.1,37,0.007733952049497293,1,0,1,0,1,0
519.0,4.8,9,0.06870229007633588,1,0,1,0,1,0
1299.0,3.9,133,0.02304147465437788,1,0,1,0,0,1
407.0,3.7,13,0.017035775127768313,1,0,1,0,1,0
399.0,4.7,30,0.035842293906810034,1,0,1,0,1,0
351.0,4.2,144,0.038910505836575876,1,0,1,0,1,0
251.0,3.9,334,0.007674597083653108,1,0,1,0,1,0
439.0,4.5,2,0.0,1,0,1,0,0,1
310.0,4.2,27,0.021929824561403508,0,1,1,0,1,0
209.0,3.8,14,0.03007518796992481,1,0,1,0,1,0
242.0,3.6,457,0.011668611435239206,0,0,1,0,1,0
1299.0,4.4,189,0.05235602094240838,1,0,0,0,0,0
699.0,3.9,37,0.012180267965895249,1,0,1,0,1,0
271.0,4.7,3,0.0,1,0,1,0,1,0
699.0,3.0,2,0.007547169811320755,0,1,1,0,1,0
279.0,3.9,51,0.011299435028248588,1,0,1,0,1,0
464.0,4.4,45,0.04878048780487805,1,0,1,0,1,0
699.0,4.0,2,0.020833333333333332,1,0,1,0,1,0
422.0,5.0,2,0.07407407407407407,1,0,0,0,1,0
1874.0,3.9,16,0.011806375442739079,1,0,1,0,0,0
399.0,4.8,5,0.0,0,0,1,0,1,0
419.0,5.0,1,0.0,1,0,1,0,0,1
431.0,4.0,372,0.0068775790921595595,0,0,1,0,1,0
662.0,3.0,1,0.0,1,0,1,0,1,0
454.0,4.3,10,0.006435006435006435,1,0,1,0,1,0
449.0,4.2,37,0.056179775280898875,0,1,0,0,0,1
399.0,4.7,19,0.06578947368421052,1,0,1,0,1,0
371.0,5.0,1,0.0,1,0,0,0,0,1
399.0,4.0,5,0.015432098765432098,1,0,1,0,1,0
399.0,3.5,27,0.017825311942959002,1,0,1,0,0,1
299.0,4.3,3,0.010948905109489052,1,0,1,0,0,1
447.0,3.1,14,0.01733102253032929,1,0,0,0,1,0
369.0,4.1,48,0.05847953216374269,0,1,1,0,1,0
359.0,4.2,5,0.033112582781456956,1,0,1,0,1,0
455.0,4.0,18,0.02109704641350211,1,0,1,0,1,0
335.0,5.0,1,0.0,0,0,1,0,1,0
359.0,4.7,20,0.024271844660194174,1,0,1,0,1,0
415.0,4.4,8,0.09523809523809523,1,0,1,0,1,0
407.0,4.6,7,0.028688524590163935,0,0,1,0,1,0
314.0,3.8,2214,0.006939625260235947,0,0,1,0,1,0
287.0,4.3,24,0.02053388090349076,0,0,1,0,0,1
160.0,4.5,28,0.02336448598130841,0,1,1,0,0,0
359.0,4.1,270,0.007112375533428165,0,0,1,0,1,0
699.0,4.4,229,0.04310344827586207,1,0,1,0,0,0
384.0,4.1,103,0.006357279084551812,1,0,1,0,1,0
504.0,3.0,1,0.0,1,0,1,0,1,0
431.0,4.0,372,0.0068775790921595595,0,0,1,0,1,0
531.0,4.0,1,0.0,1,0,1,0,1,0
274.0,3.8,44,0.008340283569641367,0,0,0,0,0,0
371.0,5.0,1,0.0,1,0,0,0,0,1
269.0,3.9,11,0.03389830508474576,0,1,1,0,1,0
1035.0,3.5,2,0.05128205128205128,0,0,0,0,1,0
422.0,5.0,4,0.022727272727272728,1,0,1,0,1,0
335.0,4.7,7,0.012280701754385965,0,1,1,0,0,1
443.0,4.4,16,0.021645021645021644,1,0,1,0,1,0
341.0,4.1,37,0.007733952049497293,1,0,1,0,1,0
415.0,4.4,8,0.09523809523809523,1,0,1,0,1,0
217.0,4.3,34,0.016233766233766232,1,0,1,0,0,0
314.0,4.5,19,0.010070493454179255,1,0,1,0,1,0
359.0,3.7,12,0.011235955056179775,0,1,1,0,1,0
423.0,4.2,23,0.020964360587002098,1,0,1,0,1,0
519.0,4.1,33,0.011198208286674132,1,0,1,0,1,0
844.0,4.7,17,0.03134796238244514,0,0,0,0,1,0
559.0,5.0,1,0.0,1,0,1,0,1,0
305.0,4.5,4,0.09302325581395349,1,0,1,0,1,0
359.0,4.5,48,0.01694915254237288,0,1,1,0,1,0
422.0,4.7,23,0.01675041876046901,1,0,1,0,1,0
410.0,4.6,7,0.05084745762711865,0,1,0,0,0,1
339.0,4.2,85,0.008298755186721992,1,0,1,0,0,1
384.0,5.0,4,0.017699115044247787,1,0,1,0,1,0
279.0,4.2,20,0.02386634844868735,1,0,1,0,1,0
539.0,5.0,1,0.0,1,0,1,0,1,0
242.0,4.5,43,0.0684931506849315,1,0,1,0,1,0
399.0,3.0,3,0.008108108108108109,1,0,1,0,0,0
347.0,4.5,21,0.019267822736030827,1,0,1,0,1,0
443.0,4.8,4,0.06666666666666667,1,0,1,0,1,0
293.0,3.0,2,2.0,1,0,1,0,0,0
432.0,3.7,37,0.01968503937007874,1,0,1,0,1,0
337.0,4.2,9,0.026041666666666668,0,1,1,0,1,0
343.0,3.6,152,0.006273525721455458,0,0,1,0,1,0
174.0,4.4,22,0.10638297872340426,1,0,1,0,1,0
799.0,4.0,49,0.006811989100817439,1,0,1,0,1,0
202.0,4.3,48,0.012804097311139564,1,0,1,0,0,0
349.0,4.5,15,0.03205128205128205,1,0,1,0,1,0
434.0,3.9,9,0.058823529411764705,1,0,1,0,1,0
340.0,4.5,11,0.07194244604316546,1,0,1,0,1,0
389.0,4.1,87,0.011441647597254004,1,0,1,0,1,0
314.0,3.8,2214,0.006939625260235947,0,0,1,0,1,0
1199.0,4.6,392,0.012269938650306749,1,0,0,0,0,0
494.0,3.3,3,0.0079155672823219,1,0,1,0,1,0
1179.0,4.1,11,0.02531645569620253,1,0,0,0,1,0
419.0,4.2,105,0.007042253521126761,0,0,1,0,1,0
359.0,4.5,2,0.0,1,0,1,0,1,0
573.0,4.5,2,0.016129032258064516,1,0,1,0,1,0
423.0,4.4,11,0.020703933747412008,1,0,1,0,1,0
284.0,5.0,2,0.0,1,0,1,0,1,0
347.0,4.4,24,0.09433962264150944,1,0,1,0,1,0
319.0,3.8,19,0.02127659574468085,1,0,1,0,1,0
1874.0,3.9,16,0.011806375442739079,1,0,1,0,0,0
319.0,3.5,48,0.006459948320413436,1,0,1,0,1,0
519.0,4.4,27,0.018832391713747645,1,0,1,0,1,0
499.0,4.0,1,0.0,1,0,1,0,1,0
335.0,5.0,1,0.0,0,0,1,0,1,0
449.0,4.0,1,0.0,0,0,0,0,0,1
395.0,5.0,1,0.0,1,0,1,0,1,0
287.0,4.3,24,0.02053388090349076,0,0,1,0,0,1
314.0,4.1,233,0.007686395080707148,1,0,1,0,1,0
395.0,5.0,1,0.0,0,1,1,0,1,0
419.0,5.0,1,0.0,1,0,1,0,0,1
351.0,3.0,2,0.1,1,0,1,0,1,0
296.0,5.0,1,0.0,0,1,1,0,1,0
359.0,4.5,2,0.14285714285714285,1,0,1,0,1,0
455.0,4.0,6,0.006514657980456026,1,0,1,0,1,0
494.0,4.2,37,0.006006006006006006,0,0,1,0,1,0
404.0,5.0,1,0.0,0,0,1,0,1,0
399.0,4.7,30,0.035842293906810034,1,0,1,0,1,0
251.0,5.0,1,0.0,1,0,1,0,1,0
1099.0,3.5,4,0.005780346820809248,1,0,1,0,1,0
395.0,5.0,2,0.0043859649122807015,1,0,1,0,1,0
197.0,3.7,2589,0.007524454477050414,1,0,1,0,1,0
298.0,4.6,14,0.12048192771084337,0,1,1,0,1,0
475.0,4.6,7,0.04405286343612335,1,0,1,0,1,0
347.0,4.1,15,0.06493506493506493,1,0,1,0,1,0
407.0,4.0,1,0.0,1,0,1,0,1,0
271.0,3.0,1,0.0,1,0,1,0,1,0
1299.0,4.4,189,0.05235602094240838,1,0,0,0,0,0
777.0,4.0,4,0.0110803324099723,1,0,1,0,0,1
449.0,4.0,4,0.05194805194805195,1,0,1,0,1,0
524.0,5.0,1,0.0,1,0,1,0,0,0
305.0,3.8,15,0.023148148148148147,1,0,1,0,0,1
422.0,4.7,19,0.06666666666666667,0,1,0,0,0,1
422.0,5.0,2,0.07407407407407407,1,0,0,0,1,0
289.0,3.6,38,0.04926108374384237,1,0,1,0,1,0
295.0,3.8,132,0.009191176470588236,1,0,1,0,1,0
431.0,4.3,3,0.010948905109489052,1,0,1,0,0,1
343.0,3.5,2,0.002442002442002442,1,0,1,0,1,0
347.0,4.0,13,0.009881422924901186,1,0,1,0,1,0
314.0,3.8,92,0.007593014426727411,1,0,1,0,1,0
621.0,4.0,10,0.00408997955010225,1,0,1,0,1,0
223.0,4.0,3108,0.008873114463176575,0,1,1,0,1,0
383.0,5.0,1,0.0,1,0,1,0,1,0
1499.0,3.7,66,0.008,1,0,1,0,0,0
395.0,5.0,1,0.0,0,1,1,0,1,0
339.0,5.0,1,0.0,0,1,1,0,0,0
425.0,4.3,6,0.033783783783783786,1,0,1,0,1,0
343.0,3.5,2,0.002442002442002442,1,0,1,0,1,0
385.0,4.2,28,0.05555555555555555,1,0,1,0,0,0
395.0,3.5,2,0.05263157894736842,1,0,1,0,1,0
422.0,4.0,1,0.0,1,0,1,0,1,0
359.0,4.6,7,0.01881720430107527,1,0,1,0,1,0
884.0,3.0,2,0.009950248756218905,1,0,1,0,1,0
335.0,4.1,246,0.008539709649871904,0,0,1,0,1,0
503.0,4.0,1,0.0,1,0,1,0,1,0
479.0,5.0,1,0.2222222222222222,1,0,1,0,1,0
305.0,3.8,15,0.023148148148148147,1,0,1,0,0,1
319.0,4.1,11,0.01949317738791423,0,1,1,0,1,0
699.0,4.4,10,0.008361204013377926,0,0,1,0,1,0
489.0,4.5,4,0.03896103896103896,1,0,1,0,1,0
494.0,4.2,37,0.006006006006006006,0,0,1,0,1,0
359.0,4.5,2,0.14285714285714285,1,0,1,0,1,0
439.0,4.4,13,0.009564293304994687,0,0,1,0,1,0
279.0,4.6,5,0.0,1,0,1,0,1,0
410.0,5.0,3,0.009433962264150943,0,1,0,0,0,1
494.0,5.0,1,0.0,1,0,1,0,1,0
1199.0,4.6,392,0.012269938650306749,1,0,0,0,0,0
343.0,3.6,152,0.006273525721455458,0,0,1,0,1,0
341.0,4.1,37,0.007733952049497293,1,0,1,0,1,0
419.0,5.0,1,0.0,0,0,1,0,1,0
2249.0,3.7,3,0.029411764705882353,1,0,1,0,0,0
499.0,4.0,197,0.02336448598130841,1,0,1,0,1,0
379.0,4.1,31,0.028169014084507043,1,0,1,0,1,0
415.0,3.0,1,0.0,1,0,1,0,1,0
399.0,3.0,3,0.008108108108108109,1,0,1,0,0,0
475.0,4.6,7,0.04405286343612335,1,0,1,0,1,0
974.0,3.1,7,0.008122743682310469,1,0,1,0,0,0
439.0,4.6,24,0.052083333333333336,1,0,1,0,1,0
242.0,3.9,206,0.0072254335260115606,1,0,0,0,1,0
559.0,5.0,1,0.0,1,0,1,0,1,0
1874.0,3.9,16,0.011806375442739079,1,0,1,0,0,0
406.0,3.9,14,0.01971830985915493,1,0,1,0,1,0
407.0,4.6,52,0.026881720430107527,1,0,1,0,1,0
519.0,4.5,4,0.026845637583892617,1,0,1,0,1,0
209.0,3.9,186,0.0074850299401197605,1,0,1,0,0,0
499.0,5.0,1,0.0,0,0,1,0,1,0
494.0,4.5,2,0.00437636761487965,1,0,1,0,1,0
329.0,3.7,6,0.014319809069212411,1,0,1,0,1,0
799.0,4.8,9,0.039473684210526314,1,0,1,0,1,0
869.0,5.0,1,0.0,1,0,1,0,1,0
699.0,5.0,1,0.0,0,1,1,0,1,0
389.0,5.0,2,0.3333333333333333,1,0,1,0,1,0
449.0,4.4,71,0.03436426116838488,0,1,0,0,0,1
434.0,3.9,9,0.058823529411764705,1,0,1,0,1,0
504.0,3.0,1,0.0,1,0,1,0,1,0
485.0,4.0,1,0.0,1,0,1,0,1,0
1499.0,4.5,52,0.07092198581560284,1,0,1,0,0,0
346.0,4.4,16,0.05813953488372093,0,1,1,0,0,1
202.0,5.0,3,0.0,0,1,1,0,1,0
455.0,4.1,11,0.050761421319796954,1,0,1,0,1,0
599.0,4.2,13,0.06802721088435375,1,0,1,0,1,0
360.0,3.9,15,0.0199203187250996,0,1,1,0,0,1
314.0,4.5,19,0.010070493454179255,1,0,1,0,1,0
1259.0,5.0,1,0.0,1,0,1,0,1,0
1099.0,4.0,1,0.0,1,0,1,0,1,0
494.0,4.5,10,0.053475935828877004,1,0,1,0,1,0
300.0,3.4,7,0.026217228464419477,1,0,1,0,0,0
244.0,3.9,10,0.025,1,0,1,0,1,0
1499.0,4.8,27,0.10526315789473684,1,0,1,0,0,0
699.0,4.1,12,0.028735632183908046,1,0,1,0,1,0
1179.0,4.1,11,0.02531645569620253,1,0,0,0,1,0
279.0,4.2,26,0.006779661016949152,1,0,1,0,1,0
412.0,4.1,18,0.01953125,1,0,1,0,1,0
296.0,3.0,2,0.02666666666666667,1,0,1,0,1,0
349.0,4.7,32,0.19230769230769232,1,0,1,0,1,0
431.0,4.7,3,0.011494252873563218,0,1,0,0,1,0
383.0,5.0,2,0.004975124378109453,1,0,1,0,1,0
449.0,3.0,1,0.0,1,0,1,0,0,1
456.0,5.0,1,0.0,0,0,1,0,0,0
237.0,4.7,3,0.025974025974025976,1,0,1,0,1,0
599.0,4.7,3,0.05084745762711865,0,1,0,0,0,1
230.0,4.3,451,0.008051529790660225,0,0,1,0,0,0
884.0,4.1,8,0.026058631921824105,1,0,1,0,1,0
1035.0,3.5,2,0.05128205128205128,0,0,0,0,1,0
439.0,3.8,4,0.18181818181818182,1,0,1,0,1,0
295.0,4.1,21,0.030120481927710843,1,0,1,0,1,0
1099.0,3.5,4,0.005780346820809248,1,0,1,0,1,0
655.0,4.4,9,0.11688311688311688,1,0,1,0,1,0
499.0,5.0,2,0.10526315789473684,0,0,1,0,1,0
689.0,5.0,1,0.0,0,0,0,0,0,0
1499.0,4.0,1,0.0,1,0,1,0,0,0
644.0,3.7,3,0.09375,1,0,1,0,1,0
659.0,3.5,2,0.024096385542168676,1,0,1,0,1,0
899.0,5.0,1,0.0,1,0,1,0,0,0
359.0,3.5,2,0.008,1,0,1,0,1,0
1299.0,4.1,246,0.015015015015015015,0,1,1,0,0,0
734.0,3.5,2,0.016,1,0,1,0,1,0
455.0,4.4,20,0.012658227848101266,1,0,1,0,1,0
293.0,3.4,5,0.017605633802816902,1,0,1,0,1,0
479.0,4.0,1,0.0,1,0,1,0,1,0
424.0,5.0,1,0.0,0,0,1,0,1,0
449.0,5.0,1,0.0,1,0,1,0,1,0
349.0,4.5,2,0.08695652173913043,1,0,1,0,1,0
389.0,3.8,46,0.012285012285012284,1,0,1,0,1,0
734.0,4.0,2,0.008888888888888889,1,0,0,0,0,0
764.0,4.0,1,0.0,0,1,1,0,1,0
1299.0,4.1,246,0.015015015015015015,0,1,1,0,0,0
610.0,3.5,2,0.00749063670411985,0,1,1,0,1,0
249.0,5.0,3,0.003942181340341655,1,0,1,0,1,0
509.0,4.1,7,0.041916167664670656,1,0,1,0,1,0
432.0,3.0,1,0.0,1,0,1,0,0,0
1499.0,5.0,1,0.0,1,0,1,0,0,0
974.0,4.0,28,0.01256281407035176,1,0,1,0,0,0
989.0,4.0,5,0.008051529790660225,0,0,1,0,0,0
2290.0,4.6,22,0.0684931506849315,1,0,0,0,0,0
1524.0,5.0,11,0.009861932938856016,1,0,1,0,0,0
509.0,4.0,1,0.0,1,0,1,0,0,1
1990.0,5.0,15,0.027777777777777776,1,0,0,0,1,0
2000.0,4.7,29,0.004020908725371934,0,1,1,0,0,0
2290.0,4.6,22,0.0684931506849315,1,0,0,0,0,0
2229.0,4.2,6,0.013404825737265416,1,0,1,0,0,0
2790.0,4.6,18,0.024,1,0,1,0,0,0
